id_attack	name	type_1	type_2	type_3	type_4	type_5	value	text
9874	Suspicious Beam β	10	10	10			80	If Porygon-Z has no Rainbow Energy attached to it, Porygon-Z does 20 damage to itself and Porygon-Z is now Confused.
9875	Suspicious Soundwave	6	10	10			30	Flip a coin. If heads, the Defending Pokémon is now Confused.
9876	Swagger	10					10	Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.
9877	Swagger	10	10				20	Flip a coin. If heads, discard an Energy attached to the Defending Pokémon.
9878	Swagger	10					20	Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.
9879	Swagger	10						Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.
9880	Swagger	5					10	Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.
9881	Swagger	1					10	Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.
9882	Swagger	7						Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.
9883	Swallow	10	10				20	Remove from Mawile the number of damage counters equal to the damage you did to the Defending Pokémon.
9884	Swallow	3	3	10			30	Flip a coin. If heads, remove from Carnivine the number of damage counters equal to the damage you did to the Defending Pokémon.
9885	Swallow	6	10				30	Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.
9886	Swallow	6	10	10			20	After your attack, remove from Pelipper the number of damage counters equal to the damage you did to the Defending Pokémon. If Pelipper has fewer damage counters than that, remove all of them.
9887	Swallow	10	10	10	10		50	Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.
9888	Swallow	10	10	10			60	Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.
9889	Swallow Dive	10					40+	If this Pokémon used Agility during your last turn, this attack does 80 more damage.
9890	Swallow Up	3					10+	Before doing damage, count the remaining HP of the Defending Pokémon and Dark Arbok. If the Defending Pokémon has fewer remaining HP than Dark Arbok's, this attack does 10 damage plus 30 more damage.
9891	Swallow Up	3	10				30	Before doing damage, count the remaining HP of the Defending Pokémon and Carnivine. If the Defending Pokémon has fewer remaining HP than Carnivine's, this attack does 60 damage instead.
9892	Swallow Up	3	10	10			50+	Before doing damage, count the remaining HP of the Defending Pokémon and Swalot. If the Defending Pokémon has fewer remaining HP than Swalot's, this attack does 50 damage plus 30 more damage.
9893	Swallow Up	5	10				30	Before doing damage, count the remaining HP of the Defending Pokémon and Swalot. If the Defending Pokémon has fewer remaining HP than Swalot's, this attack does 80 damage instead.
9894	Swallow Up	5	10	10			50+	If, before doing damage, your opponent's Active Pokémon has fewer remaining HP than this Pokémon, this attack does 50 more damage.
9895	Swallow Up	6	6	10	10		70	Before doing damage, count the remaining HP of the Defending Pokémon and Politoed ex. If the Defending Pokémon has fewer remaining HP than Politoed ex's, this attack does 120 damage instead.
9896	Swallow Up	6	6	6	10		50+	Before doing damage, count the remaining HP of the Defending Pokémon and Wailord. If the Defending Pokémon has fewer remaining HP than Wailord, this attack does 50 damage plus 50 more damage.
9897	Swallow Up	5	10	10			40+	If, before doing damage, your opponent's Active Pokémon has less remaining HP than this Pokémon, this attack does 80 more damage.
9898	Swarm							Search your deck for Murkrow and put it onto your Bench. Shuffle your deck afterward.
9899	Swarming Bites	10						This attack does 20 damage for each Basculin you have in play to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
9900	Swarming Sting	3	10					This attack does 40 damage times the number of Beedrill you have in play to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
9901	Sweep Away	6	6	10			50	Discard the top 3 cards from your deck.
9902	Sweep Away	6	6	10			90	Discard the top 3 cards of your deck.
9903	Sweeping Cure	10						Heal 90 damage from 1 of your Benched Pokémon.
9904	Sweet Kiss	10					10	Your opponent draws a card.
9905	Sweet Kiss	10	10				30	Your opponent may draw a card.
9906	Sweet Kiss	10	10	10			50	Your opponent may draw a card.
9907	Sweet Kiss	6					30	Your opponent may draw a card.
9908	Sweet Kiss	9	10				30	Your opponent draws a card.
9909	Sweet Nectar	3						Flip a coin. If heads, remove all damage counters from 1 of your Pokémon.
9910	Sweet Palm	10	10				30	Before doing damage, remove 1 damage counter from the Defending Pokémon.
9911	Sweet Panic	9					110	If your opponent's Active Pokémon isn't Confused, this attack does nothing.
9912	Sweet Saliva	3	10				20	Remove 1 damage counter from each of your Benched Pokémon.
9913	Sweet Scent	10						Remove 2 damage counters from 1 of your Pokémon.
9914	Sweet Scent	10						Remove 3 damage counters from 1 of your Pokémon.
9915	Sweet Scent	9						Heal 20 damage from 1 of your Pokémon.
9916	Sweet Scent	3						Flip a coin. If heads and if any of your Pokémon have any damage counters on them, then remove 2 damage counters from 1 of them (or 1 if it only has 1). If tails and if any of your opponent's Pokémon have any damage counters on them, choose 1 of them and remove 2 damage counters from it (or 1 if it only has 1).
9917	Sweet Scent	3						Heal 20 damage from 1 of your Pokémon.
9918	Sweet Scent	3						Heal 30 damage from 1 of your Pokémon.
9919	Sweet Scent	10						Heal 30 damage from 1 of your Pokémon.
9920	Sweet Spike	3	3				10	The Defending Pokémon is now Asleep. Remove 2 damage counters from 1 of your Pokémon.
9921	Sweet Temptation							Switch 1 of your opponent's Benched Pokémon with 1 of the Defending Pokémon. This attack does 10 damage to the new Defending Pokémon.
9922	Sweet Temptation	6						Switch 1 of your opponent's Benched Pokémon with 1 of the Defending Pokémon. Your opponent chooses the Defending Pokémon to switch. This attack does 10 damage to the new Defending Pokémon.
9923	Swift	10					10	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9924	Swift	10					20	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9925	Swift	10	10				20	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies or any other effects on the Defending Pokémon.
9926	Swift	10	10				20	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9927	Swift	10	10				30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9928	Swift	10	10				40	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9929	Swift	10	10	10			50	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9930	Swift	10	10	10			60	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9931	Swift	10	10	10			70	This attack's damage isn't affected by Weakness, Resistance, or any other effects on the Defending Pokémon.
9932	Swift	10	10	10			80	This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.
9933	Swift	1	10				20	This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.
9934	Swift	1	10				30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9935	Swift	2	10				20	This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.
9936	Swift	3	10				20	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9937	Swift	3	10				20	This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.
9938	Swift	3	10				30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9939	Swift	3	10	10			30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9940	Swift	3	10	10	10		60	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9941	Swift	3	3	3			30	This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.
9942	Swift	3	8	10			60	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9943	Swift	4					20	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9944	Swift	4					30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9945	Swift	4	10				20	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9946	Swift	4	10				30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9947	Swift	4	4	10			40	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on that Pokémon.
9948	Swift	4	4	4			30	This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.
9949	Swift	8					20	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9950	Swift	5	10				30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on that Pokémon.
9951	Swift	6					10	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9952	Swift	6					50	This attack's damage isn't affected by Weakness, Resistance, or any other effects on the Defending Pokémon.
9953	Swift	6	10				20	This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.
9954	Swift	6	6				30	This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.
9955	Swift	4					30	This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.
9956	Swift	10					20	This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.
9957	Swift	3					30	This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.
9958	Swift	4					60	This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.
9959	Swift	1					30	This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokémon.
9960	Swift Blow	1	10	10			60+	Does 60 damage plus 20 damage for each React Energy card attached to Machamp.
9961	Swift Dive	1	1				100	If this Pokémon's remaining HP is 50 or less, this attack's base damage is 50.
9962	Swift Lunge	5	10				30	You may have your opponent switch his or her Active Pokémon with 1 of his or her Benched Pokémon.
9963	Swift Sting	3					20+	If this Pokémon has full HP, this attack does 40 more damage, and the Defending Pokémon is now Confused and Poisoned.
9964	Swift Turn	1	10	10			50+	If the Defending Pokémon has Fighting Resistance, this attack does 50 damage plus 30 more damage.
9965	Swim						30	If your opponent has any Water Energy attached to any of his or her Pokémon, you may do 30 damage to any 1 Benched Pokémon instead. (Don't apply Weakness and Resistance for Benched Pokémon.)
9966	Swim	10	10	10			90	If any of your opponent's Pokémon have any Water Energy attached to them, you may do 90 damage to 1 of your opponent's Benched Pokémon instead of their Active Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
9967	Swing Around	10	10	10			20+	Flip 2 coins. This attack does 20 damage plus 20 more damage for each heads.
9968	Swing Around	10	10	10	10		80+	Flip 2 coins. This attack does 40 more damage for each heads.
9969	Swing Around	1	10	10	10		60×	Flip 2 coins. This attack does 60 damage times the number of heads.
9970	Swing Around	1	1	10			60+	Flip 2 coins. This attack does 30 more damage for each heads.
9971	Swing Around	6	10	10	10		60+	Flip 2 coins. This attack does 30 more damage for each heads.
9972	Swing Around	6	10				10+	Flip 2 coins. This attack does 20 more damage for each heads.
9973	Swing Around	1	1	10			80+	Flip 2 coins. This attack does 20 more damage for each heads.
9974	Swipe	7						Flip a coin. If heads, discard all Trainer cards attached to your opponent's Pokémon.
9975	Swirling Flow	4	10				50	You may have your opponent shuffle their deck.
9976	Swirling Inferno	2	2	10			70	Discard all Pokémon Tool cards and Special Energy from each of your opponent's Pokémon.
9977	Swirling Petals	9						Switch 1 of your opponent's Benched Pokémon with their Active Pokémon. If you do, switch this Pokémon with 1 of your Benched Pokémon.
9978	Swirling Ripple	3	3				30+	If your opponent has any Water Pokémon in play, this attack does 30 damage plus 30 more damage and the Defending Pokémon is now Confused.
9979	Swirling Waves	6	6	10	10		130	Discard an Energy from this Pokémon.
9980	Swirly Rush	6	10	10			90+	If Poliwag and Poliwhirl are on your Bench, this attack does 90 more damage.
9981	Switch Cannon	6						Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Switch Octillery with 1 of your Benched Pokémon.
9982	Switcheroo							Move a Pokémon Tool card attached to 1 of your opponent's Pokémon to another of your opponent's Pokémon (excluding Pokémon that already has a Pokémon Tool attached to it). (If an effect of this attack is prevented, this attack does nothing.)
9983	Swoop Across	10						This attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
9984	Swoop Across	10	10	10				This attack does 30 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
9985	Swords Dance	10						During your next turn, Farfetch'd's Leek Slap attack's base damage is 60.
9986	Swords Dance	10						During your next turn, Ninjask's Slash attack's base damage is 80.
9987	Swords Dance	10						During your next turn, Scyther's Slashing Strike attack's base damage is 60.
9988	Swords Dance	10						During your next turn, Zangoose's Lost Claw attack's base damage is 60.
9989	Swords Dance	3						During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.
9990	Swords Dance	3						During your next turn, Scyther's Slash attack's base damage is 60.
9991	Swords Dance	10						During your next turn, this Pokémon's Blinding Scythe attack does 70 more damage (before applying Weakness and Resistance).
9992	Symbiont-GX	5	5	5				Add the top 2 cards of your opponent's deck to their Prize cards. (You can't use more than 1 GX attack in a game.)
9993	Sympathetic Slap	10	10	10			100	If your opponent's Active Pokémon already has any damage counters on it before this attack does damage, this attack does nothing.
9994	Synchro Attack	5	5				30	If the Defending Pokémon has the same remaining HP as Claydol, this attack's base damage is 90 instead of 30.
9995	Synchro Dance	6					10+	If Luvdisc and the Defending Pokémon have the same amount of Energy attached to them, this attack does 10 damage plus 20 more damage.
9996	Synchro Gain	10					20	If Starmie and the Defending Pokémon have the same amount of Energy attached to them, remove 4 damage counters from Starmie.
9997	Synchro Punch	10					10+	If any basic Energy card attached to Spinda is the same type as any Energy attached to the Defending Pokémon, this attack does 10 damage plus 30 more damage.
9998	Synchro Removal	10						If any Energy card attached to Spinda is the same type as any Energy card attached to the Defending Pokémon, discard 1 of those Energy cards from the Defending Pokémon.
9999	Synchro Star	10					10+	If this Pokémon and your opponent's Active Pokémon have the same amount of Energy attached to them, this attack does 60 more damage.
10000	Synchro Woofer	5	7	10			70+	If you have the same number of cards in your hand as your opponent, this attack does 80 more damage.
10001	Synchrodraw	5						Shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand.
10002	Synchronize	5	10				40	If Light Venomoth and the Defending Pokémon have a different number of Energy cards attached to them, this attack does nothing.
10003	Synchronize	5	10				40	This attack can't be used unless Sabrina's Abra and the Defending Pokémon have the same number of Energy cards attached to them.
10004	Synchronized Search	10						If Girafarig and the Defending Pokémon have the same amount of Energy attached to them, pick any 1 card from your deck and put it into your hand. Shuffle your deck afterward.
10005	Synchronoise	5					20	Does 20 damage to each of your opponent's Benched Pokémon that shares a type with the Defending Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
10006	Synchronoise	6	10	10			60	This attack does 20 damage to each of your opponent's Benched Pokémon that shares a type with your opponent's Active Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
10007	Syncroblast	5	10	10				If Alakazam and the Defending Pokémon don't have the same number of Energy cards on them, this attack's base damage is 20 instead of 80.
10008	Syncroblast	5	10	10			80	If Alakazam and the Defending Pokémon don’t have the same number of Energy cards attacked to them, this attack’s base damage is 20 instead of 80.
10009	Synthesis	3						Flip a coin. If heads, search your deck for a Grass Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.
10010	Synthesis	3						Search your deck for a Grass Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.
10011	Synthesis	10						Search your deck for a Grass Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.
10012	Synthesis	3						Search your deck for a Grass Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.
10013	Tackle	10					10	
10014	Tackle	10					20	
10015	Tackle	10					30	
10016	Tackle	10						
10017	Tackle	10	10				20	
10018	Tackle	10	10				30	
10019	Tackle	10	10					
10020	Tackle	10	10	10			30	
10021	Tackle	10	10	10			40	
10022	Tackle	10	10	10			50	
10023	Tackle	1					10	
10024	Tackle	1	10				30	
10025	Tackle	1	1				30	
10026	Tackle	1	1	10			50	
10027	Tackle	2					10	
10028	Tackle						10	
10029	Tackle	3					10	
10030	Tackle	3					20	
10031	Tackle	3	10				20	
10032	Tackle	3	10				30	
10033	Tackle	3	10	10			40	
10034	Tackle	3	10	10			50	
10035	Tackle	4					10	
10036	Tackle	4	10				20	
10037	Tackle	8					10	
10038	Tackle	8	10				20	
10039	Tackle	8	8	10			60	
10040	Tackle	5	10				20	
10041	Tackle	6					10	
10042	Tackle	6	10				20	
10043	Tackle	6	10	10			30	
10044	Tackle	6	10	10			50	
10045	Tackle	6	9				20	
10046	Tackle	10	10				10	
10047	Tackle	9					10	
10048	Tackle	3					30	
10049	Tackle	10	10				50	
10050	Tackle	10					40	
10051	Tackle	2	10				30	
10052	Tackle	10	10	10			70	
10053	Tag Bolt-GX	4	4	4			200	If this Pokémon has at least 3 extra Lightning Energy attached to it (in addition to this attack's cost), this attack does 170 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)
10054	Tag Cheer	10						Attach an Energy card from your hand to 1 of your TAG TEAM Pokémon.
10055	Tag Draw	10						Shuffle your hand into your deck. Then, draw 4 cards. If Minun is on your Bench, draw 4 more cards.
10056	Tag Impact	10	10	10	10		50×	This attack does 50 damage for each of your TAG TEAM Pokémon in play.
10057	Tag Play (-)	4					20	If you have Plusle on your Bench, you may move an Energy card attached to Minun to 1 of your Benched Pokémon.
10058	Tag Play (+)	4					20	If you have Minun on your Bench, you may do 20 damage to any 1 Benched Pokémon instead. (Don't apply Weakness and Resistance for Benched Pokémon.)
10059	Tag Purge	5	10	10			120	During your opponent's next turn, prevent all damage done to this Pokémon by attacks from TAG TEAM Pokémon.
10060	Tag Team Boost	4					10+	If Plusle is on your Bench, this attack does 10 damage plus 20 more damage.
10061	Tag Team Boost	4					10+	If Minun is on your Bench, this attack does 50 more damage.
10062	Tag Team Spark	4					20+	This attack does 20 more damage for each Energy attached to your Magmortar.
10063	Tail Bite	10	10				10+	Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.
10064	Tail Blade	5					20	Flip a coin. If heads, your opponent can't play any Trainer cards from his or her hand during your opponent's next turn.
10065	Tail Code	10						Move an Energy card attached to the Defending Pokémon to another of your opponent's Pokémon.
10066	Tail Code	4	10				30	Move an Energy card attached to the Defending Pokémon to another of your opponent's Pokémon.
10067	Tail Crush	10	10	10			40+	Flip a coin. If heads, this attack does 40 damage plus 20 more damage.
10068	Tail Crush	8	10	10			30+	Flip a coin. If heads, this attack does 30 damage plus 20 more damage; if tails, this attack does 30 damage.
10069	Tail Crush	8	10	10			80+	Flip a coin. If heads, this attack does 40 more damage.
10070	Tail Fan	2	10	10			20	Flip a coin. If heads, the Defending Pokémon is now Confused.
10071	Tail Influence	10	10				30	Your opponent flips a coin until he or she gets heads. For each tails, remove an Energy card attached to the Defending Pokémon and put it on the bottom of your opponent's deck.
10072	Tail Jab	10	10				20	
10073	Tail Lure	10	10					Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.
10074	Tail Punch	10					10	
10075	Tail Punch	10	10				20	
10076	Tail Rap	10					10×	Flip 2 coins. This attack does 10 damage times the number of heads.
10077	Tail Rap	10	10				20×	Flip 2 coins. This attack does 20 damage times the number of heads.
10078	Tail Rap	10	10	10			30×	Flip 2 coins. This attack does 30 damage times the number of heads.
10079	Tail Rap	7	10				20×	Flip 2 coins. This attack does 20 damage times the number of heads.
10080	Tail Rap	9	10				30×	Flip 2 coins. This attack does 30 damage times the number of heads.
10081	Tail Rap	3	10	10			50×	Flip 2 coins. This attack does 50 damage times the number of heads.
10082	Tail Rap	4	10				10+	Flip 2 coins. This attack does 20 more damage for each heads.
10083	Tail Rap	6	10				20×	Flip 2 coins. This attack does 20 damage times the number of heads.
10084	Tail Rap	7	10				20×	Flip 2 coins. This attack does 20 damage for each heads.
10085	Tail Revenge						30×	Does 30 damage times the number of Magikarp in your discard pile.
10086	Tail Shake	10						The Defending Pokémon is now Asleep.
10087	Tail Shake	3					10	The Defending Pokémon is now Asleep.
10088	Tail Shake	3					20	The Defending Pokémon is now Asleep.
10089	Tail Shock	4	10	10			30	Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
10090	Tail Shock	4	10	10			40	Does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
10091	Tail Slap	10					10	
10092	Tail Slap	10					10×	Flip 2 coins. This attack does 10 damage times the number of heads.
10093	Tail Slap	10					20×	Flip 2 coins. This attack does 20 damage times the number of heads.
10094	Tail Slap	10					30	
10095	Tail Slap	10	10				20	
10096	Tail Slap	10	10	10			60	
10097	Tail Slap	7	10	10			30	
10098	Tail Slap	3	10				20	
10099	Tail Slap	4					10	
10100	Tail Slap	4	10				20	
10101	Tail Slap	5	10	10			50	
10102	Tail Slap	6	10	10			30	
10103	Tail Slap	10	10				20×	Flip 2 coins. This attack does 20 damage for each heads.
10104	Tail Slap	6					20	
10105	Tail Smack	10	10				20	
10106	Tail Smack	1					10	
10107	Tail Smack	3	10	10			50	
10108	Tail Smack	4	10				20	
10109	Tail Smack	10					20	
10110	Tail Smack	4					10	
10111	Tail Smack	3	4	10			60	
10112	Tail Smack	5	10				20	
10113	Tail Smack	10	10	10			80	
10114	Tail Smash	10						Flip a coin. If heads, this attack does nothing.
10115	Tail Smash	10	10				30	Flip a coin. If tails, this attack does nothing.
10116	Tail Smash	3					10	Flip a coin. If tails, this attack does nothing.
10117	Tail Smash	5	10	10			40	Flip a coin. If tails, this attack does nothing.
10118	Tail Smash	10					30	Flip a coin. If tails, this attack does nothing.
10119	Tail Smash	10	10	10			100	Flip a coin. If tails, this attack does nothing.
10120	Tail Smash	10					90	Flip a coin. If tails, this attack does nothing.
10121	Tail Snap	2	10				20	
10122	Tail Snap	6					20	
10123	Tail Spank	10	10				60	Discard 2 cards from your hand. (If you can't discard 2 cards from your hand, this attack does nothing.)
10124	Tail Sting	10					10+	If the Defending Pokémon is Pokémon-ex, this attack does 10 damage plus 10 more damage and the Defending Pokémon is now Poisoned.
10125	Tail Strike	10	10				10+	Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
10126	Tail Strike	10	10				10+	Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.
10127	Tail Strike	10	10	10			20	Flip a coin. If heads this attack does 20 damage plus 20 more damage; if tails this attack does 20 damage.
10128	Tail Strike	10	10	10			20+	Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.
10129	Tail Strike	6					10	Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
10130	Tail Strike	6	4				20+	Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
10131	Tail Swing	5	5	10			100	This attack does 20 damage to each of your opponent's Benched Basic Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
10132	Tail Trickery	7						The Defending Pokémon is now Confused.
10133	Tail Trickery	10	10				20	Flip a coin. If heads, your opponent's Active Pokémon is now Confused.
10134	Tail Wag	10						Flip a coin. If heads, the Defending Pokémon can't attack Eevee during your opponent's next turn. (Benching either Pokémon ends this effect.)
10135	Tail Whap	10					10	
10136	Tail Whap	10	10				20	
10137	Tail Whap	10	10	10			40	
10138	Tail Whap	6	10				30	
10139	Tail Whap	3	10				20	
10140	Tail Whap	10	10				60	
10141	Tail Whap	10					20	
10142	Tail Whap	10	10				30	
10143	Tail Whap	10					30	
10144	Tail Whap	1	10				20	
10145	Tail Whap	4					10	
10146	Tail Whip	10						Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.
10147	Tail Whip	10	10					Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.
10148	Tail Whip	7						Flip a coin. If heads, during your opponent's next turn, the Defending Pokémon can't attack.
10149	Tail Wrap	10						Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
10150	Tailspin Piledriver	8	8	10			80+	If your opponent's Active Pokémon already has any damage counters on it, this attack does 40 more damage.
10151	Tailwind	10						Attach an Energy card from your hand to 1 of your Pokémon.
10152	Take Away	10	10	10				Shuffle Drifblim and all cards attached to it back into your deck. Then, your opponent shuffles the Defending Pokémon and all cards attached to it into his or her deck. (You choose your new Active Pokémon first.)
10153	Take Away	10	10	10	10			Shuffle Erika's Dragonair and all cards attached to it into your deck. Then, your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck.
10154	Take Back							Flip a coin. If heads, search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.
10155	Take Down	10					20	Doduo does 10 damage to itself.
10156	Take Down	10					20	Flip a coin. If tails, Tauros does 10 damage to itself.
10157	Take Down	10					20	Skitty does 10 damage to itself.
10158	Take Down	10					20	Teddiursa does 10 damage to itself.
10159	Take Down	10					30	This Pokémon does 10 damage to itself.
10160	Take Down	10	10				30	Flip a coin. If tails, this Pokémon does 10 damage to itself.
10161	Take Down	10	10				30	Numel does 10 damage to itself.
10162	Take Down	10	10				30	Tauros does 20 Damage to itself.
10163	Take Down	10	10				30	This Pokémon does 10 damage to itself.
10164	Take Down	10	10	10			40	Croconaw does 10 damage to itself.
10165	Take Down	10	10	10			40	Nidorino does 10 damage to itself.
10166	Take Down	10	10	10			50	Lanturn does 10 damage to itself.
10167	Take Down	10	10	10			50	Wailord does 20 damage to itself.
10168	Take Down	10	10	10			60	Bibarel does 10 damage to itself.
10169	Take Down	10	10	10			60	This Pokémon does 10 damage to itself.
10170	Take Down	1					20	Flip a coin. If tails, Swinub does 10 damage to itself.
10171	Take Down	1	10				30	Phanpy does 10 damage to itself.
10172	Take Down	1	10				30	Rhyhorn does 10 damage to itself.
10173	Take Down	1	10				30	Swinub does 10 damage to itself.
10174	Take Down	1	10	10			50	Rhyhorn does 10 damage to itself.
10175	Take Down	1	10	10			50	This Pokémon does 10 damage to itself.
10176	Take Down	1	1				40	This Pokémon does 10 damage to itself.
10177	Take Down	1	1	10			40	Brock's Rhyhorn does 10 damage to itself.
10178	Take Down	2	10				30	This Pokémon does 10 damage to itself.
10179	Take Down	2	10	10			50	Growlithe does 10 damage to itself.
10180	Take Down	2	10	10			60	Camerupt does 10 damage to itself.
10181	Take Down	2	10	10			80	Camerupt does 20 damage to itself.
10182	Take Down	2	2	10	10		80	Arcanine does 30 damage to itself.
10183	Take Down	3	10				60	This Pokémon does 20 damage to itself.
10184	Take Down	4	10				30	Beldum does 10 damage to itself.
10185	Take Down	8	10				30	Beldum does 10 damage to itself.
10186	Take Down	8	10				30	This Pokémon does 10 damage to itself.
10187	Take Down	8	8	10			80	Lairon does 20 damage to itself.
10188	Take Down	6	10				30	Goldeen does 10 damage to itself.
10189	Take Down	6	10				30	Seel does 10 damage to itself.
10190	Take Down	6	10	10			50	Wailmer does 20 damage to itself.
10191	Take Down	6	10	10			80	This Pokémon does 20 damage to itself.
10192	Take Down	6	10	10	10		60	Misty's Dewgong does 20 damage to itself.
10193	Take Down	6	10	10			90	This Pokémon does 20 damage to itself.
