id_trainer_card	card_name	card_number	card_number_special	id_rarity	id_trainer_type	id_trainer_category	id_set	card_text	id_artist	id_attack	id_action	hp	card_rule_1	ace_spec_rule_1	tool_rule_1	prism_rule_1	holofoil	promo	fixed	shining	secret	series_crossover	id_special_pokemon_type	full_art	gold_art	regular_art	id_special_pokemon
1213	Lance	61		3	360	5	98	You can play this card only if 1 of your Pokémon was Knocked Out during your opponent's last turn. Search your deck for up to 2 Dragon Pokémon and put them onto your Bench. Then, shuffle your deck.	152				39			46	1						9				
1214	Switch Raft	62		2	680	3	98	Switch your Active Water Pokémon with 1 of your Benched Pokémon. If you do, heal 30 damage from the Pokémon you moved to your Bench.	160				38														
1215	Wela Volcano Park	63		2	781	4	98	Whenever a player flips a coin for the Special Condition Burned between turns, that Special Condition isn't removed even if the result is heads.	129				32														
1216	Zinnia	64		2	791	5	98	You can play this card only if 1 of your Pokémon was Knocked Out during your opponent's last turn. Attach up to 2 basic Energy cards from your hand to 1 of your Dragon Pokémon.	130				39														
1217	Blaine's Last Stand	69		3	65	5	98	You can play this card only when it is the last card in your hand. Draw 2 cards for each Fire Pokémon you have in play.	2				39											1			
1218	Zinnia	70		3	791	5	98	You can play this card only if 1 of your Pokémon was Knocked Out during your opponent's last turn. Attach up to 2 basic Energy cards from your hand to 1 of your Dragon Pokémon.	151				39											1			
1219	Dragon Talon	75		3	165	3	98	If the Dragon Pokémon this card is attached to is your Active Pokémon and is damaged by an opponent's attack (even if that Pokémon is Knocked Out), put 3 damage counters on the Attacking Pokémon.	136				38		42						1			1			
1220	Fiery Flint	76		3	230	3	98	You can play this card only if you discard 2 other cards from your hand. Search your deck for up to 4 Fire Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.	134				38								1			1			
1221	Switch Raft	77		3	680	3	98	Switch your Active Water Pokémon with 1 of your Benched Pokémon. If you do, heal 30 damage from the Pokémon you moved to your Bench.	160				38								1			1			
1222	Adventure Bag	167		2	5	3	99	Search your deck for up to 2 Pokémon Tool cards, reveal them, and put them into your hand. Then, shuffle your deck.	160				38														
1223	Aether Foundation Employee	168		2	7	5	99	Put 3 Pokémon that have "Alolan" in their names from your discard pile into your hand.	172				39														
1224	Choice Helmet	169		2	109	3	99	The Pokémon this card is attached to takes 30 less damage from the attacks of your opponent's Pokémon-GX and Pokémon-EX (after applying Weakness and Resistance).	134				38		42												
1225	Counter Gain	170		2	123	3	99	If you have more Prize cards remaining than your opponent, the attacks of the Pokémon this card is attached to cost Colorless less.	136				38		42												
1226	Custom Catcher	171		2	134	3	99	You may play 2 Custom Catcher cards at once. • If you played 1 card, draw cards until you have 3 cards in your hand. • If you played 2 cards, switch 1 of your opponent's Benched Pokémon with their Active Pokémon. (This effect works one time for 2 cards.)	136				38														
1227	Electropower	172		2	173	3	99	During this turn, your Lightning Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).	134				38														
1228	Faba	173		2	216	5	99	Choose a Pokémon Tool or Special Energy card attached to 1 of your opponent's Pokémon, or any Stadium card in play, and put it in the Lost Zone.	172				39														
1229	Fairy Charm Grass	174		2	220	3	99	Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Grass Pokémon-GX and Grass Pokémon-EX.	136				38		42												
1230	Fairy Charm Psychic	175		2	221	3	99	Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Psychic Pokémon-GX and Psychic Pokémon-EX.	136				38		42												
1231	Fairy Charm Fighting	176		2	817	3	99	Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Fighting Pokémon-GX and Fighting Pokémon-EX.	136				38		42												
1232	Fairy Charm Dragon	177		2	218	3	99	Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Dragon Pokémon-GX and Dragon Pokémon-EX.	136				38		42												
1233	Heat Factory	178		3	301	4	99	Once during each player's turn, that player may discard a Fire Energy card from their hand. If they do, they draw 3 cards. Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.	129				32			46	1						9				
1234	Kahili	179		2	349	5	99	Draw 2 cards. Then, flip a coin. If heads, if you played this Kahili from your hand, put this card into your hand instead of the discard pile. If you have no cards in your deck, you can't play this card.	1				39														
1235	Life Forest	180		3	372	4	99	Once during each player's turn, that player may heal 60 damage and remove all Special Conditions from 1 of their Grass Pokémon. Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.	129				32			46	1						9				
1236	Lost Blender	181		2	380	3	99	Put 2 cards from your hand in the Lost Zone. If you do, draw a card.	129				38														
1237	Lusamine	182		3	394	5	99	You can play this card only if your opponent has exactly 3 Prize cards remaining. Prevent all damage done to your Ultra Beasts by attacks during your opponent's next turn.	170				39			46	1						9				
1238	Mina	183		2	429	5	99	Search your deck for a Fairy Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.	1				39														
1239	Mixed Herbs	184		2	443	3	99	You may play 2 Mixed Herbs cards at once. • If you played 1 card, remove a Special Condition from your Active Pokémon. • If you played 2 cards, heal 90 damage and remove all Special Conditions from your Active Pokémon. (This effect works one time for 2 cards.)	136				38														
1240	Moomoo Milk	185		2	446	3	99	Choose 1 of your Pokémon, and then flip 2 coins. For each heads, heal 30 damage from that Pokémon.	123				38														
1241	Morty	186		2	449	5	99	You can play this card only if 1 of your Psychic Pokémon was Knocked Out during your opponent's last turn. Your opponent reveals their hand. Choose 2 cards you find there. Your opponent shuffles those cards into their deck.	1				39														
1242	Net Ball	187		2	472	3	99	Search your deck for a Basic Grass Pokémon or a Grass Energy card, reveal it, and put it into your hand. Then, shuffle your deck.	64				38														
1243	Professor Elm's Lecture	188		2	550	5	99	Search your deck for up to 3 Pokémon with 60 HP or less, reveal them, and put them into your hand. Then, shuffle your deck.	151				39														
1244	Sightseer	189		2	639	5	99	You may discard any number of cards from your hand. Then, draw cards until you have 5 cards in your hand. If you can't draw any cards in this way, you can't play this card.	111				39														
1245	Spell Tag	190		2	658	3	99	When the Psychic Pokémon this card is attached to is Knocked Out by damage from an opponent's attack, put 4 damage counters on your opponent's Pokémon in any way you like.	123				38		42												
1246	Thunder Mountain	191		3	727	4	99	The attacks of Lightning Pokémon (both yours and your opponent's) cost Lightning less. Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.	129				32			46	1						9				
1247	Wait and See Hammer	192		2	773	3	99	You can use this card only if you go second, and only on your first turn. Discard an Energy from 1 of your opponent's Pokémon.	160				38														
1248	Whitney	193		2	782	5	99	Draw a card. Then, draw 2 cards for each other Whitney in your discard pile.	1				39														
1249	Faba	208		3	216	5	99	Choose a Pokémon Tool or Special Energy card attached to 1 of your opponent's Pokémon, or any Stadium card in play, and put it in the Lost Zone.	172				39											1			
1250	Judge	209		3	345	5	99	Each player shuffles their hand into their deck and draws 4 cards.	143				39											1			
1251	Kahili	210		3	349	5	99	Draw 2 cards. Then, flip a coin. If heads, if you played this Kahili from your hand, put this card into your hand instead of the discard pile. If you have no cards in your deck, you can't play this card.	130				39											1			
1252	Mina	211		3	429	5	99	Search your deck for a Fairy Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck.	158				39											1			
1253	Morty	212		3	449	5	99	You can play this card only if 1 of your Psychic Pokémon was Knocked Out during your opponent's last turn. Your opponent reveals their hand. Choose 2 cards you find there. Your opponent shuffles those cards into their deck.	143				39											1			
1254	Professor Elm's Lecture	213		3	550	5	99	Search your deck for up to 3 Pokémon with 60 HP or less, reveal them, and put them into your hand. Then, shuffle your deck.	151				39											1			
1255	Whitney	214		3	782	5	99	Draw a card. Then, draw 2 cards for each other Whitney in your discard pile.	143				39											1			
1256	Adventure Bag	228		3	5	3	99	Search your deck for up to 2 Pokémon Tool cards, reveal them, and put them into your hand. Then, shuffle your deck.	160				38								1			1			
1257	Choice Helmet	229		3	109	3	99	The Pokémon this card is attached to takes 30 less damage from the attacks of your opponent's Pokémon-GX and Pokémon-EX (after applying Weakness and Resistance).	134				38		42						1			1			
1258	Counter Gain	230		3	123	3	99	If you have more Prize cards remaining than your opponent, the attacks of the Pokémon this card is attached to cost Colorless less.	136				38		42						1			1			
1259	Custom Catcher	231		3	134	3	99	You may play 2 Custom Catcher cards at once. • If you played 1 card, draw cards until you have 3 cards in your hand. • If you played 2 cards, switch 1 of your opponent's Benched Pokémon with their Active Pokémon. (This effect works one time for 2 cards.)	136				38								1			1			
1260	Electropower	232		3	173	3	99	During this turn, your Lightning Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).	134				38								1			1			
1261	Lost Blender	233		3	380	3	99	Put 2 cards from your hand in the Lost Zone. If you do, draw a card.	129				38								1			1			
1262	Net Ball	234		3	472	3	99	Search your deck for a Basic Grass Pokémon or a Grass Energy card, reveal it, and put it into your hand. Then, shuffle your deck.	64				38								1			1			
1263	Spell Tag	235		3	658	3	99	When the Psychic Pokémon this card is attached to is Knocked Out by damage from an opponent's attack, put 4 damage counters on your opponent's Pokémon in any way you like.	123				38		42						1			1			
1264	Wait and See Hammer	236		3	773	3	99	You can use this card only if you go second, and only on your first turn. Discard an Energy from 1 of your opponent's Pokémon.	160				38								1			1			
1265	Bill's Analysis	133		3	56	5	100	Look at the top 7 cards of your deck. You may reveal up to 2 Trainer cards you find there and put them into your hand. Shuffle the other cards back into your deck.	111				39				1										
1266	Black Market	134		3	60	4	100	When a Darkness Pokémon (yours or your opponent's) that has any Darkness Energy attached to it is Knocked Out by damage from an opponent's attack, that player takes 1 fewer Prize card. Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.	129				32			46	1						9				
1267	Brock's Grit	135		2	74	5	100	Shuffle 6 in any combination of Pokémon and basic Energy cards from your discard pile into your deck.	111				39														
1268	Buff Padding	136		2	83	3	100	If the Pokémon this card is attached to has a Retreat Cost of exactly 4, it gets +50 HP.	160				38		42												
1269	Dana	137		2	142	5	100	You can play this card only if your opponent's Active Pokémon is a Stage 2 Pokémon. Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.	130				39														
1270	Dangerous Drill	138		2	143	3	100	You can play this card only if you discard a Darkness Pokémon from your hand. Discard a Pokémon Tool or Special Energy card from 1 of your opponent's Pokémon, or discard any Stadium card in play.	136				38														
1271	Electrocharger	139		2	172	3	100	Flip 2 coins. For each heads, shuffle an Electropower card from your discard pile into your deck.	134				38														
1272	Erika's Hospitality	140		3	202	5	100	You can play this card only if you have 4 or fewer other cards in your hand. Draw a card for each of your opponent's Pokémon in play.	143				39				1										
1273	Evelyn	141		2	210	5	100	You can play this card only if your opponent's Active Pokémon is a Stage 1 Pokémon. Draw 4 cards.	130				39														
1274	Fairy Charm UB	142		2	222	3	100	Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Ultra Beast Pokémon-GX and Ultra Beast Pokémon-{EX}.	136				38		42												
1275	Grass Memory	143		2	284	3	100	The Silvally-GX this card is attached to is a Grass Pokémon.	129				38		42												
1276	Ingo & Emmet	144		2	336	5	100	Look at the top card of your deck, and then choose 1: • Discard your hand and draw 5 cards. • Discard your hand and draw 5 cards from the bottom of your deck.	94				39														
1277	Jasmine	145		2	343	5	100	Search your deck for a Metal Pokémon, reveal it, and put it into your hand. If you go second and it's your first turn, search for 5 Metal Pokémon instead of 1. Then, shuffle your deck.	1				39														
1278	Judge Whistle	146		2	346	3	100	Choose 1: • Draw a card. • Put a Judge card from your discard pile into your hand.	123				38														
1279	Lavender Town	147		2	366	4	100	Once during each player's turn, that player may have their opponent reveal their hand.	129				32														
1280	Metal Goggles	148		2	425	3	100	The Metal Pokémon this card is attached to takes 30 less damage from your opponent's attacks (after applying Weakness and Resistance), and your opponent's attacks and Abilities can't put damage counters on it.	160				38		42												
1281	Morgan	149		2	448	5	100	You can play this card only if you discard Dana, Evelyn, and Nita from your hand. Look at the top 12 cards of your deck and attach any number of Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.	130				39														
1282	Nanu	150		2	469	5	100	Choose a Basic Darkness Pokémon in your discard pile. Switch it with 1 of your Pokémon in play. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon.	1				39														
1283	Nita	151		2	479	5	100	You can play this card only if your opponent's Active Pokémon is a Basic Pokémon. Put an Energy from your opponent's Active Pokémon on top of their deck.	130				39														
1284	Pokémon Communication	152		2	524	3	100	Reveal a Pokémon from your hand and put it into your deck. If you do, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.	123				38														
1285	Return Label	153		2	585	3	100	Put a card from your opponent's discard pile on the bottom of their deck.	136				38														
1286	Sabrina's Suggestion	154		2	615	5	100	Your opponent reveals their hand. You may choose a Supporter card you find there and use the effect of that card as the effect of this card.	144				39														
1287	Unidentified Fossil	155		2	760	3	100	Play this card as if it were a 60-HP Colorless Basic Pokémon. At any time during your turn (before your attack), you may discard this card from play. This card can't retreat.	136			60	38														
1288	Viridian Forest	156		2	769	4	100	Once during each player's turn, that player may discard a card from their hand. If they do, that player searches their deck for a basic Energy card, reveals it, and puts it into their hand. Then, that player shuffles their deck.	129				32														
1289	Water Memory	157		2	778	3	100	The Silvally-GX this card is attached to is a Water Pokémon.	129				38		42												
1290	Wondrous Labyrinth	158		3	788	4	100	The attacks of non-Fairy Pokémon (both yours and your opponent's) cost Colorless more. Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.	129				32			46	1						9				
1291	Brock's Grit	172		3	74	5	100	Shuffle 6 in any combination of Pokémon and basic Energy cards from your discard pile into your deck.	111				39											1			
1292	Dana	173		3	142	5	100	You can play this card only if your opponent's Active Pokémon is a Stage 2 Pokémon. Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.	5				39											1			
1293	Erika's Hospitality	174		3	202	5	100	You can play this card only if you have 4 or fewer other cards in your hand. Draw a card for each of your opponent's Pokémon in play.	143				39											1			
1294	Evelyn	175		3	210	5	100	You can play this card only if your opponent's Active Pokémon is a Stage 1 Pokémon. Draw 4 cards.	5				39											1			
1295	Ingo & Emmet	176		3	336	5	100	Look at the top card of your deck, and then choose 1: • Discard your hand and draw 5 cards. • Discard your hand and draw 5 cards from the bottom of your deck.	130				39											1			
1296	Jasmine	177		3	343	5	100	Search your deck for a Metal Pokémon, reveal it, and put it into your hand. If you go second and it's your first turn, search for 5 Metal Pokémon instead of 1. Then, shuffle your deck.	151				39											1			
1297	Morgan	178		3	448	5	100	You can play this card only if you discard Dana, Evelyn, and Nita from your hand. Look at the top 12 cards of your deck and attach any number of Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.	5				39											1			
1298	Nanu	179		3	469	5	100	Choose a Basic Darkness Pokémon in your discard pile. Switch it with 1 of your Pokémon in play. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon.	144				39											1			
1299	Nita	180		3	479	5	100	You can play this card only if your opponent's Active Pokémon is a Basic Pokémon. Put an Energy from your opponent's Active Pokémon on top of their deck.	5				39											1			
1300	Sabrina's Suggestion	181		3	615	5	100	Your opponent reveals their hand. You may choose a Supporter card you find there and use the effect of that card as the effect of this card.	144				39											1			
1301	Dangerous Drill	192		3	143	3	100	You can play this card only if you discard a Darkness Pokémon from your hand. Discard a Pokémon Tool or Special Energy card from 1 of your opponent's Pokémon, or discard any Stadium card in play.	136				38								1			1			
1302	Electrocharger	193		3	172	3	100	Flip 2 coins. For each heads, shuffle an Electropower card from your discard pile into your deck.	134				38								1			1			
1303	Judge Whistle	194		3	346	3	100	Choose 1: • Draw a card. • Put a Judge card from your discard pile into your hand.	123				38								1			1			
1304	Metal Goggles	195		3	425	3	100	The Metal Pokémon this card is attached to takes 30 less damage from your opponent's attacks (after applying Weakness and Resistance), and your opponent's attacks and Abilities can't put damage counters on it.	160				38		42						1			1			
1305	Pokémon Communication	196		3	524	3	100	Reveal a Pokémon from your hand and put it into your deck. If you do, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.	123				38								1			1			
1306	Beast Bringer	164		2	796	3	101	If you have exactly 6 Prize cards remaining, and if your opponent's Active Pokémon-GX or Pokémon-EX is Knocked Out by damage from an attack of the Ultra Beast this card is attached to, take 1 more Prize card.	123				38		42												
1307	Chip-Chip Ice Axe	165		2	797	3	101	Look at the top 3 cards of your opponent's deck and choose 1 of them. Your opponent shuffles the other cards back into their deck. Then, put the card you chose on top of their deck.	160				38														
1308	Devolution Spray Z	166		2	798	3	101	Devolve 1 of your evolved Pokémon by shuffling any number of Evolution cards on it into your deck. (That Pokémon can't evolve this turn.)	136				38														
1309	Dusk Stone	167		2	799	3	101	Search your deck for a Mismagius, Honchkrow, Chandelure, or Aegislash, including Pokémon-GX, that evolves from 1 of your Pokémon in play, and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can use this card during your first turn or on a Pokémon that was put into play this turn.	64				38														
1310	Dust Island	168		2	800	4	101	Whenever either player switches their Poisoned Active Pokémon with 1 of their Benched Pokémon with the effect of a Trainer card, the new Active Pokémon is now affected by that Special Condition.	64				32														
1311	Electromagnetic Radar	169		2	801	3	101	You can play this card only if you discard 2 other cards from your hand. Search your deck for up to 2 in any combination of Lightning Pokémon-GX and Lightning Pokémon-EX, reveal them, and put them into your hand. Then, shuffle your deck.	160				38														
1312	Energy Spinner	170		2	802	3	101	Search your deck for a basic Energy card, reveal it, and put it into your hand. If you go second and it's your first turn, search for up to 3 basic Energy cards instead of 1. Then, shuffle your deck.	64				38														
1313	Fairy Charm Ability	171		2	803	3	101	Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Pokémon-GX and Pokémon-EX that have Abilities.	136				38		42												
1314	Fairy Charm Lightning	172		2	804	3	101	Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Lightning Pokémon-GX and Lightning Pokémon-EX.	136				38		42												
1315	Fire Crystal	173		2	805	3	101	Put 3 Fire Energy cards from your discard pile into your hand.	160				38														
1316	Giovanni's Exile	174		2	837	5	101	Discard up to 2 of your Benched Pokémon that have no damage counters on them and all cards attached to them.	130				39														
1317	Green's Exploration	175		2	838	5	101	You can play this card only if you have no Pokémon with Abilities in play. Search your deck for up to 2 Trainer cards, reveal them, and put them into your hand. Then, shuffle your deck.	111				39														
1318	Janine	176		2	839	5	101	Look at the top 4 cards of your deck and put 2 of them into your hand. Shuffle the other cards back into your deck.	1				39														
1319	Koga's Trap	177		2	840	5	101	Your opponent's Active Pokémon is now Confused and Poisoned.	130				39														
1320	Lt. Surge's Strategy	178		2	841	5	101	You can play this card only if you have more Prize cards remaining than your opponent. During this turn, you can play 3 Supporter cards (including this card).	130				39														
1321	Martial Arts Dojo	179		2	828	4	101	The attacks of non-Ultra Beast Pokémon that have any basic Fighting Energy attached to them (both yours and your opponent's) do 10 more damage to the opponent's Active Pokémon (before applying Weakness and Resistance). If the attacking player has more Prize cards remaining than their opponent, those attacks do 40 more damage instead.	129				32														
1322	Metal Core Barrier	180		2	818	3	101	If this card is attached to 1 of your Pokémon, discard it at the end of your opponent's turn. The Metal Pokémon this card is attached to takes 70 less damage from your opponent's attacks (after applying Weakness and Resistance).	174				38		42												
1323	Molayne	181		2	842	5	101	You can play this card only if you discard 2 Metal Energy cards from your hand. Shuffle a Trainer card from your discard pile into your deck.	1				39														
1324	Pokégear 3.0	182		2	516	3	101	Look at the top 7 cards of your deck. You may reveal a Supporter card you find there and put it into your hand. Shuffle the other cards back into your deck.	174				38														
1325	Power Plant	183		2	543	4	101	Pokémon-GX and Pokémon-EX in play (both yours and your opponent's) have no Abilities.	181				32														
1326	Red's Challenge	184		3	843	5	101	You can play this card only if you discard 2 other cards from your hand. Search your deck for a card and put it into your hand. Then, shuffle your deck.	130				39				1										
1327	Samson Oak	185		2	844	5	101	Draw 2 cards. If both Active Pokémon are the same type, draw 2 more cards.	74				39														
1328	Stealthy Hood	186		2	824	3	101	Prevent all effects of your opponent's Abilities done to the Pokémon this card is attached to. Remove any such existing effects.	64				38		42												
1329	Surprise Box	187		2	806	3	101	Put a card from your opponent's discard pile into their hand.	64				38														
1330	Ultra Forest Kartenvoy	188		2	845	5	101	During this turn, damage from your Ultra Beasts' attacks isn't affected by any effects on your opponent's Active Pokémon.	74				39														
1331	Welder	189		2	846	5	101	Attach up to 2 Fire Energy cards from your hand to 1 of your Pokémon. If you do, draw 3 cards.	144				39														
1332	Green's Exploration	209		3	838	5	101	You can play this card only if you have no Pokémon with Abilities in play. Search your deck for up to 2 Trainer cards, reveal them, and put them into your hand. Then, shuffle your deck.	111				39											1			
1333	Janine	210		3	839	5	101	Look at the top 4 cards of your deck and put 2 of them into your hand. Shuffle the other cards back into your deck.	151				39											1			
1334	Koga's Trap	211		3	840	5	101	Your opponent's Active Pokémon is now Confused and Poisoned.	105				39											1			
1335	Molayne	212		3	842	5	101	You can play this card only if you discard 2 Metal Energy cards from your hand. Shuffle a Trainer card from your discard pile into your deck.	74				39											1			
1336	Red's Challenge	213		3	843	5	101	You can play this card only if you discard 2 other cards from your hand. Search your deck for a card and put it into your hand. Then, shuffle your deck.	111				39											1			
1337	Welder	214		3	846	5	101	Attach up to 2 Fire Energy cards from your hand to 1 of your Pokémon. If you do, draw 3 cards.	144				39											1			
1338	Beast Bringer	229		3	796	3	101	If you have exactly 6 Prize cards remaining, and if your opponent's Active Pokémon-GX or Pokémon-EX is Knocked Out by damage from an attack of the Ultra Beast this card is attached to, take 1 more Prize card.	123				38		42						1			1			
1339	Electromagnetic Radar	230		3	801	3	101	You can play this card only if you discard 2 other cards from your hand. Search your deck for up to 2 in any combination of Lightning Pokémon-GX and Lightning Pokémon-EX, reveal them, and put them into your hand. Then, shuffle your deck.	160				38								1			1			
1340	Fire Crystal	231		3	805	3	101	Put 3 Fire Energy cards from your discard pile into your hand.	160				38								1			1			
1341	Metal Core Barrier	232		3	818	3	101	If this card is attached to 1 of your Pokémon, discard it at the end of your opponent's turn. The Metal Pokémon this card is attached to takes 70 less damage from your opponent's attacks (after applying Weakness and Resistance).	174				38		42						1			1			
1342	Pokégear 3.0	233		3	516	3	101	Look at the top 7 cards of your deck. You may reveal a Supporter card you find there and put it into your hand. Shuffle the other cards back into your deck.	174				38								1			1			
1343	Blaine's Quiz Show	186		2	847	5	102	Put a Pokémon from your hand face down in front of you and tell your opponent the name of an attack it has. Your opponent guesses the name of that Pokémon, and then you reveal it. If your opponent guessed right, they draw 4 cards. If they guessed wrong, you draw 4 cards. Return the Pokémon to your hand.	130				39														
1344	Blizzard Town	187		2	829	4	102	Pokémon with 40 HP or less remaining (both yours and your opponent's) can't attack.	64				32														
1345	Blue's Tactics	188		2	848	5	102	At the end of this turn, draw cards until you have 8 cards in your hand.	130				39														
1346	Bug Catcher	189		2	849	5	102	Draw 2 cards. Flip a coin. If heads, draw 2 more cards.	142				39														
1347	Channeler	190		2	850	5	102	Remove all effects of attacks on you and each of your Pokémon.	105				39														
1348	Cherish Ball	191		2	807	3	102	Search your deck for a Pokémon-GX, reveal it, and put it into your hand. Then, shuffle your deck.	129				38														
1349	Coach Trainer	192		2	851	5	102	Draw 2 cards. If your Active Pokémon is a TAG TEAM Pokémon, draw 2 more cards.	170				39														
1350	Dark City	193		2	830	4	102	Basic Darkness Pokémon in play (both yours and your opponent's) have no Retreat Cost.	64				32														
1351	Ear-Ringing Bell	194		2	810	3	102	If the Pokémon this card is attached to is your Active Pokémon and is damaged by an opponent's attack (even if that Pokémon is Knocked Out), the Attacking Pokémon is now Confused.	136				38														
1352	Flyinium Z: Air Slash	195		2	819	3	102	If the Pokémon this card is attached to has the Air Slash attack, it can use the GX attack on this card. (You still need the necessary Energy to use this attack.) 	181	9140			38		42												
1353	Giant Bomb	196		2	820	3	102	If this card is attached to 1 of your Pokémon, discard it at the end of your opponent's turn. If the Pokémon this card is attached to is your Active Pokémon and takes 180 or more damage from an opponent's attack (even if this Pokémon is Knocked Out), put 10 damage counters on the Attacking Pokémon.	174				38		42												
1354	Giant Hearth	197		2	831	4	102	Once during each player's turn, that player may discard a card from their hand. If they do, that player searches their deck for up to 2 Fire Energy cards, reveals them, and puts them into their hand. Then, that player shuffles their deck.	129				32														
1355	Great Potion	198		2	811	3	102	Heal 50 damage from your Active Pokémon-GX.	160				38														
1356	Grimsley	199		2	852	5	102	Move up to 3 damage counters from 1 of your opponent's Pokémon to another of their Pokémon.	152				39														
1357	Hapu	200		2	853	5	102	Look at the top 6 cards of your deck and put 2 of them into your hand. Discard the other cards.	1				39														
1358	Karate Belt	201		2	821	3	102	If you have more Prize cards remaining than your opponent, the attacks of the Pokémon this card is attached to cost Fighting less.	160				38		42												
1359	Misty's Favor	202		2	854	5	102	Search your deck for up to 3 Supporter cards, reveal them, and put them into your hand. Then, shuffle your deck.	151				39														
1360	Normalium Z: Tackle	203		2	822	3	102	If the Pokémon this card is attached to has the Tackle attack, it can use the GX attack on this card. (You still need the necessary Energy to use this attack.)	129	443			38		42												
1361	Poké Maniac	204		2	855	5	102	Search your deck for up to 3 Pokémon that have a Retreat Cost of exactly 4, reveal them, and put them into your hand. Then, shuffle your deck.	144				39														
1362	Pokémon Research Lab	205		2	832	4	102	Once during each player's turn, that player may search their deck for up to 2 Pokémon that evolve from Unidentified Fossil, put those Pokémon onto their Bench, and shuffle their deck. If a player searches their deck in this way, their turn ends.	181				32														
1363	Reset Stamp	206		2	808	3	102	Your opponent shuffles their hand into their deck and draws a card for each of their remaining Prize cards.	180				38														
1364	Slumbering Forest	207		2	833	4	102	If a Pokémon is Asleep, its owner flips 2 coins instead of 1 for that Special Condition between turns. If either of them is tails, that Pokémon is still Asleep.	64				32														
1365	Stadium Nav	208		2	812	3	102	Flip 2 coins. For each heads, search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck.	160				38														
1366	Tag Switch	209		2	809	3	102	Move up to 2 Energy from 1 of your TAG TEAM Pokémon to another of your Pokémon.	160				38														
1367	Unidentified Fossil	210		2	760	3	102	Play this card as if it were a 60-HP Colorless Basic Pokémon. At any time during your turn (before your attack), you may discard this card from play. This card can't retreat.	136			60	38														
1368	U-Turn Board	211		2	823	3	102	The Retreat Cost of the Pokémon this card is attached to is Colorless less. If this card is discarded from play, put it into your hand instead of the discard pile.	180				38		42												
1369	Blue's Tactics	231		3	848	5	102	At the end of this turn, draw cards until you have 8 cards in your hand.	111				39											1			
1370	Channeler	232		3	850	5	102	Remove all effects of attacks on you and each of your Pokémon.	105				39											1			
1371	Coach Trainer	233		3	851	5	102	Draw 2 cards. If your Active Pokémon is a TAG TEAM Pokémon, draw 2 more cards.	170				39											1			
1372	Grimsley	234		3	852	5	102	Move up to 3 damage counters from 1 of your opponent's Pokémon to another of their Pokémon.	152				39											1			
1373	Misty's Favor	235		3	854	5	102	Search your deck for up to 3 Supporter cards, reveal them, and put them into your hand. Then, shuffle your deck.	151				39											1			
1374	Poké Maniac	236		3	855	5	102	Search your deck for up to 3 Pokémon that have a Retreat Cost of exactly 4, reveal them, and put them into your hand. Then, shuffle your deck.	144				39											1			
1375	Cherish Ball	250		3	807	3	102	Search your deck for a Pokémon-GX, reveal it, and put it into your hand. Then, shuffle your deck.	129				38								1			1			
1376	Giant Bomb	251		3	820	3	102	If this card is attached to 1 of your Pokémon, discard it at the end of your opponent's turn.\n\nIf the Pokémon this card is attached to is your Active Pokémon and takes 180 or more damage from an opponent's attack (even if this Pokémon is Knocked Out), put 10 damage counters on the Attacking Pokémon.	174				38		42						1			1			
1377	Karate Belt	252		3	821	3	102	If you have more Prize cards remaining than your opponent, the attacks of the Pokémon this card is attached to cost Fighting less.	160				38		42						1			1			
1378	Reset Stamp	253		3	808	3	102	Your opponent shuffles their hand into their deck and draws a card for each of their remaining Prize cards.	180				38								1			1			
